종목명,종목영문명,해당등급,사용여부,해당등급등록일,종목등록일,입고대상여부,시행여부
도시계획기술사,Professional Engineer Urban Planning,기술사,N,14/06/23,14/06/23,N,현재시행
임산가공기술사,Professional Engineer Forest Product Processing,기술사,N,14/06/23,14/06/23,N,폐지
멀티미디어콘텐츠제작전문가,Specialist-Multimedia Contents Producing,2급,Y,14/06/23,14/06/23,N,현재시행
방직산업기사,,산업기사,Y,14/06/23,14/06/23,N,폐지
전화단말기기기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
기계안전기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
컬러리스트산업기사,Industrial Engineer Colorist,산업기사,Y,14/06/23,14/06/23,Y,현재시행
기상감정기사,Engineer Meteorology Appraiser,기사,Y,14/06/23,14/06/23,N,현재시행
초음파비파괴검사기사,Engineer Ultrasonic Nondestructive Testing,기사,Y,14/06/23,14/06/23,N,현재시행
일반직4급,,기사,Y,14/06/23,14/06/23,N,해당사항없음
인쇄기능사보,Assistant Craftsman Printing (Relief Printing),기능사보,N,14/06/23,14/06/23,N,폐지+유지
수산제조산업기사,Industrial Engineer Fisheries Processing,산업기사,Y,14/06/23,14/06/23,N,폐지
위험물기능사(제4류),Craftsman Hazardous material-flammable liquid,기능사,Y,14/06/23,14/06/23,N,폐지
목재창호기능사1급,Class Ⅰ Craftsman Wood Joinery,산업기사,Y,14/06/23,14/06/23,N,폐지
수편기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
재료조직평가산업기사,Industrial Engineer Metallography,산업기사,Y,14/06/23,14/06/23,Y,현재시행
고압가스냉동기계기능사보,Assistant Craftsman High-Pressure Gas Freezer,기능사보,N,14/06/23,14/06/23,N,폐지+유지
섬유물리기사,Engineer Physical Textile,기사,Y,14/06/23,14/06/23,N,폐지
의공기사,Engineer Biomedical,기사,Y,14/06/23,14/06/23,N,현재시행
문선식자기능사보,Assistant Craftsman Typo Composing (Composing),기능사보,N,14/06/23,14/06/23,N,폐지+유지
반도체설계산업기사,Industrial Engineer Semiconductor Design,산업기사,Y,14/06/23,14/06/23,Y,현재시행
유선통신선로기능사1급,Class Ⅰ Craftsman Telecommunication Wiring,산업기사,Y,14/06/23,14/06/23,N,폐지
주조기능사1급,Class Ⅰ Craftsman Casting,산업기사,Y,14/06/23,14/06/23,N,폐지
로우더기능사1급,Class Ⅰ Craftsman Loader,산업기사,Y,14/06/23,14/06/23,N,폐지
에너지관리기능사,Craftsman Energy Management,기능사,Y,14/06/23,14/06/23,Y,현재시행
화학분쇄혼합기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
섬유기사,Engineer Textile,기사,Y,14/06/23,14/06/23,N,현재시행
자수기능사1급,Class Ⅰ Craftsman  Embroidery(Machine Embroidery),산업기사,Y,14/06/23,14/06/23,N,폐지
철도동력차기관정비기능사1급,Class Ⅰ Craftsman Locomotive Power Train Engine Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
정보기계설비기능사1급,Class Ⅰ Craftsman Information and Communcation Switching System,산업기사,Y,14/06/23,14/06/23,N,폐지
전파전자통신기사,Engineer Radio Electronic Communication,기사,Y,14/06/23,14/06/23,N,현재시행
위험물기능사,Craftsman Hazardous material,기능사,Y,14/06/23,14/06/23,Y,현재시행
양장기능사,Craftsman Dress Making,기능사,Y,14/06/23,14/06/23,Y,현재시행
임산가공기능사,Craftsman Forest Product Processing,기능사,Y,14/06/23,14/06/23,Y,현재시행
광산보안기능사,Craftsman Mining Safety,기능사,Y,14/06/23,14/06/23,Y,현재시행
섬유공정기술사,Professional Engineer Textile Plan,기술사,N,14/06/23,14/06/23,N,폐지
원예종묘기능사2급,,2급,Y,14/06/23,14/06/23,N,폐지
인장공예기능사,Craftsman Seal Handicraft,기능사,Y,14/06/23,14/06/23,N,폐지+유지
조화공예기능사,Craftsman Artificial Flower Handicraft,기능사,Y,14/06/23,14/06/23,N,폐지+유지
자기비파괴검사기능사,Craftsman Magnetic Nondestructive Testing,기능사,Y,14/06/23,14/06/23,Y,현재시행
나염기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
온돌기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
건축제도기능사,Craftsman Architectural Drawing,기능사,Y,14/06/23,14/06/23,N,폐지
제빵기능사,Craftsman Breads Making,기능사,Y,14/06/23,14/06/23,Y,현재시행
보석감정사,Gemologist,기능사,Y,14/06/23,14/06/23,Y,현재시행
정보통신설비기능사2급,Class Ⅱ Craftsman Information & Communication Installation,기능사,Y,14/06/23,14/06/23,N,폐지
칠기기능사,Craftsman Lacquer Ware,기능사,Y,14/06/23,14/06/23,N,폐지+유지
컨테이너크레인운전기능사,Craftsman Container Crane Operation,기능사,Y,14/06/23,14/06/23,Y,현재시행
전파전자통신기능사,Craftsman Radio Electronic Communication,기능사,Y,14/06/23,14/06/23,Y,현재시행
전신전화기기기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
전신전화기기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
배관기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
창호제작기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
도자기기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
버섯종균기능사,Craftsman Mushroom Seeds,기능사,Y,14/06/23,14/06/23,Y,현재시행
조선기계절단기능사1급,Class Ⅰ Craftsman Shipbuilding Metal Cutting,산업기사,Y,14/06/23,14/06/23,N,폐지
섬유산업기사,Industrial Engineer Textile,산업기사,Y,14/06/23,14/06/23,Y,현재시행
전파전자통신산업기사,Industrial Engineer Radio Electronic Communication,산업기사,Y,14/06/23,14/06/23,Y,현재시행
광학기기산업기사,Industrial Engineer Optical system,산업기사,Y,14/06/23,14/06/23,Y,현재시행
전기기기기능사1급,Class Ⅰ Craftsman Electric Apparatus,산업기사,Y,14/06/23,14/06/23,N,폐지
영문속기3급,,기능사보,N,14/06/23,14/06/23,N,폐지
자동차정비기능사,Craftsman Motor Vehicles Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
프라스틱제품기능사,Craftsman Plastic Products,기능사,Y,14/06/23,14/06/23,N,폐지+유지
철도전기신호기능사,Craftsman Railroad Electric Signal,기능사,Y,14/06/23,14/06/23,Y,현재시행
제관기능사,Craftsman Boiler Making,기능사,Y,14/06/23,14/06/23,N,폐지
철도신호기능사,Craftsman Railroad Signal Apparatus,기능사,Y,14/06/23,14/06/23,N,폐지
공조냉동기계기능사,Craftsman Air-Conditioning and Refrigerating Machinery,기능사,Y,14/06/23,14/06/23,Y,현재시행
갱부기능사,Craftsman Tunnel Work,기능사,Y,14/06/23,14/06/23,N,폐지+유지
정밀설계기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
철도동력차전기정비기능사1급,Class Ⅰ Craftsman Locomotive Power Train Engine Electricity Maintenance,산업기사,Y,14/06/23,14/06/23,N,폐지
금속제련기술사,Professional Engineer  Metallurgy,기술사,N,14/06/23,14/06/23,N,현재시행
도금기능사1급,Class Ⅰ Craftsman Plating,산업기사,Y,14/06/23,14/06/23,N,폐지
용접기능사1급,Class Ⅰ Craftsman Welding,산업기사,Y,14/06/23,14/06/23,N,폐지
고압가스기계기능사2급,Class Ⅱ Craftsman High-Pressure Gas Machinery,기능사,Y,14/06/23,14/06/23,N,폐지
압연산업기사,Industrial Engineer Rolling (Hot Rolling),산업기사,Y,14/06/23,14/06/23,N,폐지+유지
인형기능사1급,Class Ⅰ Craftsman,산업기사,Y,14/06/23,14/06/23,N,폐지
계량물리기능사,Craftsman Physical Measuring,기능사,Y,14/06/23,14/06/23,N,폐지
자동차기관기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
금형공구기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
제판기사,Engineer Plate Making,기사,Y,14/06/23,14/06/23,N,폐지
고무제품제조기능사,Craftsman Rubber Product Manufacturing,기능사,Y,14/06/23,14/06/23,N,폐지+유지
시멘트제조기능사보,Assistant Craftsman Cement Manufacturing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
공업배관기능사보,Assistant Craftsman Industrial Pipe Fitting,기능사보,N,14/06/23,14/06/23,N,폐지+유지
도자기공예기능사보,Assistant Craftsman Pottery Handicraft,기능사보,N,14/06/23,14/06/23,N,폐지+유지
전자상거래관리사2급,E-Business Master Level-Ⅱ,2급,Y,14/06/23,14/06/23,N,해당사항없음
콘크리트산업기사,Industrial Engineer Concrete,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
자수기능사1급,Class Ⅰ Craftsman  Embroidery(Hand Embroidery),산업기사,Y,14/06/23,14/06/23,N,폐지
정보기술산업기사,Industrial Engineer Information Technology,산업기사,Y,14/06/23,14/06/23,N,폐지
형평삭산업기사,Industrial Engineer Shaper And Planer,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
자기비파괴검사산업기사,Industrial Engineer Magnetic Nondestructive Testing,산업기사,Y,14/06/23,14/06/23,Y,현재시행
주물용해기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
조원산업기사,Industrial Engineer Landscape Gardening,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
포장기능사1급,Class Ⅰ Craftsman Paving Work,산업기사,Y,14/06/23,14/06/23,N,폐지
항공사진기능사,Craftsman Aerial Photograph,기능사,Y,14/06/23,14/06/23,Y,현재시행
화학열기기조작기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
건설기계정비기능장,Master Craftsman Construction Equipment Maintenance,기능장,Y,14/06/23,14/06/23,Y,현재시행
건설기계기술사,Professional Engineer Construction Equipment,기술사,N,14/06/23,14/06/23,N,현재시행
표면처리기능장,Master Craftsman Surface Treatment,기능장,Y,14/06/23,14/06/23,Y,현재시행
지적기술사,Professional Engineer Cadastral Surveying,기술사,N,14/06/23,14/06/23,N,현재시행
석조각기능사보,Assistant Craftsman Stone Sculpture,기능사보,N,14/06/23,14/06/23,N,폐지+유지
원자력산업기사,Industrial Engineer Atomic Energy,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
전기산업기사,Industrial Engineer Electricity,산업기사,Y,14/06/23,14/06/23,Y,현재시행
윤활관리산업기사,Industrial Engineer Lubricant Handling,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
치공구설계산업기사,Industrial Engineer Jig Fixture Design,산업기사,Y,14/06/23,14/06/23,Y,현재시행
정보보안기사,Engineer information security,기사,Y,14/06/23,14/06/23,N,현재시행
귀금속가공기능사보,Assistant Craftsman Precious Metal Processing,기능사보,N,14/06/23,14/06/23,N,폐지+유지
통신나선기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
화학반응기기조작기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
공유압기능사,Craftsman Hydro-pneumatic,기능사,Y,14/06/23,14/06/23,Y,현재시행
통신선로기능사,Craftsman Communication Cable,기능사,Y,14/06/23,14/06/23,N,해당사항없음
정밀측정기능사,Craftsman Precision Measuring,기능사,Y,14/06/23,14/06/23,Y,현재시행
신재생에너지발전설비기능사(태양광),New and Renewable Energy Equipment Craftman,기능사,Y,14/06/23,14/06/23,Y,현재시행
전기다기능기술자,Electricity Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
사무자동화산업기사,Industrial Engineer Office Automation,산업기사,Y,14/06/23,14/06/23,Y,현재시행
화약류관리산업기사,Industrial Engineer Explosives Handling,산업기사,Y,14/06/23,14/06/23,Y,현재시행
소음진동산업기사,Industrial Engineer Noise & Vibration,산업기사,Y,14/06/23,14/06/23,Y,현재시행
원예종묘기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
신재생에너지발전설비기사(태양광),New and Renewable Energy Equipment(Photovoltaic) Engineer,기사,Y,14/06/23,14/06/23,N,현재시행
온수온돌기능사,Craftsman Hot Water System Ondol,기능사,Y,14/06/23,14/06/23,Y,현재시행
침투비파괴검사기사,Engineer Penetrante Nondestructive Testing,기사,Y,14/06/23,14/06/23,N,현재시행
측량및지형공간정보기사,Engineer Surveying Geo-Spatial Information,기사,Y,14/06/23,14/06/23,N,현재시행
임베디드기사,Engineer Embedded,기사,Y,14/06/23,14/06/23,N,현재시행
조선기사,Engineer Shipbuilding,기사,Y,14/06/23,14/06/23,N,현재시행
그린전동자동차기사,Engineer Green E-motor Car,기사,Y,14/06/23,14/06/23,N,현재시행
전산응용기계제도기능사,Craftsman Computer Aided Mechanical Drawing,기능사,Y,14/06/23,14/06/23,Y,현재시행
정보보안산업기사,Industrial engineer information security,산업기사,Y,14/06/23,14/06/23,Y,현재시행
정보관리기술사,Professional Engineer Information Management,기술사,N,14/06/23,14/06/23,N,현재시행
국제의료관광코디네이터,Interntional Medical Tour Coordinator,2급,Y,14/06/23,14/06/23,N,현재시행
건축목재시공기능장,Master Craftsman Architectural Carpentering,기능장,Y,14/06/23,14/06/23,Y,현재시행
해양공학기사,Engineer Ocean Engineering,기사,Y,14/06/23,14/06/23,N,현재시행
윈예종묘기사1급,,기사,Y,14/06/23,14/06/23,N,폐지
화재감식평가산업기사,Fire Investigation & Evaluation Industrial Engineer,산업기사,Y,14/06/23,14/06/23,Y,현재시행
신재생에너지발전설비산업기사(태양광),New and Renewable Energy Equipment(Photovaltaic) Industrial Engineer,산업기사,Y,14/06/23,14/06/23,Y,현재시행
시각디자인다기능기술자,Visual Design Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
자동차다기능기술자,Automobile Technician,산업기사,Y,14/06/23,14/06/23,N,폐지
통신선로산업기사,Industrial Engineer Communication Cable,산업기사,Y,14/06/23,14/06/23,N,해당사항없음
인쇄기능사,Craftsman Printing,기능사,Y,14/06/23,14/06/23,Y,현재시행
정보기기운용기능사,Craftsman Information Equipment Operation,기능사,Y,14/06/23,14/06/23,Y,현재시행
반도체장비유지보수기능사,Craftsman Semiconductor Equipment Maintenance,기능사,Y,14/06/23,14/06/23,Y,현재시행
화재감식평가기사,Fire Investigaton & Evaluation Engineer,기사,Y,14/06/23,14/06/23,N,현재시행
수산양식기능사,Craftsman Aquaculture,기능사,Y,14/06/23,14/06/23,Y,현재시행
천공기운전기능사,Craftsman Drilling Equipment Operator,기능사,Y,14/06/23,14/06/23,Y,현재시행
방수산업기사,Water Proofing Industrial Engineer,산업기사,Y,14/06/23,14/06/23,Y,현재시행
온실가스관리산업기사,Industrial Engineer Greenhouse Gas Management,산업기사,Y,14/06/23,14/06/23,Y,현재시행
한글속기1급,Korean Stenographer Level-Ⅰ,1급,Y,14/06/23,14/06/23,N,현재시행
온실가스관리기사,Engineer Greenhouse Gas Management,기사,Y,14/06/23,14/06/23,N,현재시행
지질및지반기술사,Professional Engineer Geology and Geotechnics,기술사,N,14/06/23,14/06/23,N,현재시행
지하수기능사1급,Class Ⅰ Craftsman Ground Water,산업기사,Y,14/06/23,14/06/23,N,폐지
임산가공기능장,Master Craftsman Forest Product Processing,기능장,Y,14/06/23,14/06/23,N,폐지+유지
화학반응기기조작기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전산응용조선제도기능사,Craftsman Computer Aided Ship Drawing,기능사,Y,14/06/23,14/06/23,Y,현재시행
정밀측정기능사1급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전기계측제어기능사,Craftsman Electric Measurement & Control,기능사,Y,14/06/23,14/06/23,N,폐지+유지
지도제작산업기사,Industrial Engineer Mapping,산업기사,Y,14/06/23,14/06/23,N,폐지+유지
자동차전기기능사2급,,기능사,Y,14/06/23,14/06/23,N,폐지
인쇄기능사,Craftsman Printing (Intaglio Printing),기능사,Y,14/06/23,14/06/23,N,폐지+유지
산림기능사,Craftsman Forest,기능사,Y,14/06/23,14/06/23,Y,현재시행
정밀측정기능사보,Assistant Craftsman Precision Measuring,기능사보,N,14/06/23,14/06/23,N,폐지+유지
웹디자인기능사,Craftsman Web Design,기능사,Y,14/06/23,14/06/23,Y,현재시행
소비자전문상담사1급,Consumer Adviser Senior,1급,Y,14/06/23,14/06/23,N,현재시행
정보처리기사,Engineer Information Processing,기사,Y,14/06/23,14/06/23,N,현재시행
환경기능사,Craftsman Environmental,기능사,Y,14/06/23,14/06/23,Y,현재시행
건축일반시공산업기사,Industrial Engineer Building General Work,산업기사,Y,14/06/23,14/06/23,Y,현재시행
식품기술사,Professional Engineer Food Stuff,기술사,N,14/06/23,14/06/23,N,현재시행
옵셋제판기능사보,,기능사보,N,14/06/23,14/06/23,N,폐지
화공기술사(유기화학제품),,기술사,N,14/06/23,14/06/23,N,폐지
전기안전기사2급,,산업기사,Y,14/06/23,14/06/23,N,폐지
전기공사기능장,Master Craftsman Electric Work,기능장,Y,14/06/23,14/06/23,N,폐지
미용사(메이크업),Make up Artist,기능사,Y,14/06/23,16/02/16,Y,현재시행
미용사(네일),Nail technician,기능사,Y,14/06/23,16/02/16,Y,현재시행
잠수기능장,Master Craftsman Diver,기능장,Y,14/06/23,19/07/10,Y,현재시행
3D프린터운용기능사,Craftsman 3D Printer Operation,기능사,Y,14/06/23,19/09/16,Y,현재시행
떡제조기능사,Craftsman Tteok Making,기능사,Y,14/06/23,20/01/09,Y,현재시행
바이오화학제품제조산업기사,Industrial Engineer Biochemicals Manufacturing,산업기사,Y,14/06/23,20/08/07,Y,현재시행
